0.000000,-7.457946,-5.765058,-12.131621,-6.330162,2.905337,-1.750364,-9.776400,-7.521480,-8.253137,11.136919,4.835807,-4.692362,-12.690923,4.297766,7.962398,-16.564110
1.000000,2.383477,-0.256692,-2.337370,1.320655,-0.685165,-0.705652,-3.321746,-0.817611,-0.505170,3.292685,1.291128,-2.768098,-1.220228,0.501425,1.066114,-1.348731
2.000000,-13.444076,-11.524578,-16.039923,-11.535363,6.473103,-1.758073,-13.730875,-10.852691,-13.384974,12.268910,8.948837,-7.587098,-20.889607,-9.109767,24.587555,-17.128435
3.000000,-9.666579,-9.590139,-16.288450,-6.992614,4.994451,-3.951102,-12.261531,-10.581552,-8.597862,13.324993,7.476346,-5.768729,18.075010,0.043147,32.759989,-0.326189
4.000000,18.041408,14.580059,24.838455,13.697595,-9.466085,-0.420566,24.458437,18.734054,17.088989,-21.299450,-10.847531,9.748030,-27.699400,-17.684088,-12.108393,48.047119
5.000000,-4.159506,-6.545967,-5.870911,-5.568685,1.859502,-1.222328,-4.950344,-5.272924,-6.359536,6.422432,4.449477,-4.662750,-5.882127,-9.326458,19.074797,-1.108955
6.000000,-11.306767,-7.884615,-13.455816,-7.507264,6.535426,-2.556210,-11.203042,-5.789342,-10.930345,12.034471,7.787554,-8.135646,15.162781,10.354840,22.162036,-11.447864
7.000000,-12.474612,-11.284028,-20.681962,-10.978498,6.819883,-2.402050,-16.962179,-10.892961,-13.001551,12.706593,6.538272,-6.603079,-17.938086,13.227620,0.076121,-40.721375
8.000000,15.241673,14.235500,24.926195,11.665179,-8.372253,0.327627,23.946898,17.528522,13.177618,-17.751641,-9.438621,10.465427,-23.325302,-18.548226,-45.182151,9.368423
9.000000,-6.223957,-6.086172,-12.716692,-4.059921,3.338939,-0.622892,-7.579071,-7.518217,-8.605333,11.302066,3.544421,-6.931080,-6.722492,11.198759,21.142890,-2.766119
10.000000,5.680187,8.054284,12.452280,3.637678,-2.683419,-0.223488,10.401747,10.372416,4.398778,-6.376948,-4.790515,4.880590,13.493957,-1.855693,-0.981626,23.951370
11.000000,-10.173819,-11.322741,-16.760985,-7.142269,5.289541,-2.409106,-12.511653,-9.527455,-8.906056,10.430699,6.517112,-8.839794,-19.216322,-4.269419,35.706254,-0.326698
12.000000,5.358665,7.418755,11.138742,4.232031,-5.249911,0.355919,8.416763,6.703759,6.142878,-8.395010,-3.147016,3.182230,6.994620,11.044419,-20.832016,3.097989
13.000000,-8.409563,-7.293718,-10.243697,-5.826727,3.875339,-2.653535,-8.661499,-9.265549,-10.118550,9.071972,5.899838,-4.085194,-9.903559,12.733721,26.668935,-2.859739
14.000000,-12.993235,-11.341544,-16.858874,-10.088481,4.899336,-2.826205,-17.411361,-11.149952,-11.087142,15.533194,7.783952,-8.950113,7.460670,-22.284643,29.076577,-13.940543
15.000000,-10.066022,-9.797929,-16.815406,-10.233747,8.094205,-2.477852,-14.762997,-10.681860,-11.431199,11.828218,5.966127,-6.859985,-7.001282,-18.908581,18.650773,-18.257615
16.000000,15.171827,12.555137,23.484215,10.804675,-5.521033,0.056507,19.721142,18.052551,15.389718,-15.663581,-10.536003,7.919236,18.385542,21.388275,-49.415154,2.212599
17.000000,11.781083,13.007111,17.942909,8.363948,-7.155410,-1.691005,17.200021,17.573457,11.747759,-14.002730,-8.194021,9.161365,-23.780159,4.415214,-3.642471,40.630744
18.000000,15.653366,14.055508,24.266715,11.752243,-6.423899,-0.591385,21.999833,18.109946,14.357205,-19.543030,-9.408454,10.786967,-28.893820,-8.045322,-54.584865,0.316953
19.000000,9.316276,7.533792,15.889729,6.053615,-4.671739,-0.039834,13.505002,8.431327,10.154450,-7.860009,-4.700200,4.808666,16.574329,-0.588389,-23.043327,7.314890
20.000000,13.214530,13.494870,22.645020,10.864617,-9.582245,0.837419,18.756517,15.683108,10.960863,-12.757572,-7.725741,8.799190,5.767706,24.287974,-44.778314,0.916911
21.000000,2.969088,4.192704,7.069546,4.810656,-1.440527,-0.957782,6.064408,5.017627,2.963922,-4.561877,-2.945944,4.361801,5.752277,-5.403773,-13.104846,1.342034
22.000000,-3.120154,-4.852307,-8.281448,-5.325709,1.077946,-2.761859,-5.298827,-2.632095,-4.201583,6.612590,4.295009,-3.009346,8.042059,4.647071,15.731336,-1.270533
23.000000,4.712844,3.605607,5.551308,3.632102,-3.593081,-0.369314,6.809541,8.197630,5.006322,-7.088062,-3.987846,2.867657,10.553049,-0.337384,-4.082423,15.244673
24.000000,-4.707454,-2.047693,-8.859419,-2.467073,3.069574,-1.677576,-3.236561,-0.260693,-4.584832,4.437191,1.913845,-4.119109,5.396292,3.216843,8.815734,-2.684049
25.000000,-6.469682,-7.715782,-14.076421,-5.739117,5.344913,-1.998734,-7.526715,-4.546232,-5.687217,10.898670,4.914559,-4.576421,2.648569,-14.151502,23.261997,-3.091937
26.000000,14.449575,13.805257,24.774678,12.745704,-8.702004,1.508981,18.681549,18.937364,15.286543,-15.926050,-10.108516,10.263348,-7.022817,-28.636857,-15.502169,38.470517
27.000000,13.891659,12.642940,22.279202,11.466487,-7.906895,0.549027,15.607254,15.952495,11.395278,-13.801796,-7.252532,8.777254,25.591992,0.459290,-3.345950,43.507419
28.000000,-2.692594,-1.182033,-8.149237,-2.088375,1.604794,-3.599896,-3.783534,0.009161,-4.503822,5.136348,2.711284,-2.894263,5.875633,-0.932546,10.768728,-0.121167
29.000000,15.272082,15.152621,24.731438,11.861533,-9.476688,-1.658770,23.965381,17.090222,14.252986,-17.108525,-8.987251,10.432284,-28.076276,11.415698,-42.672514,12.806529
30.000000,-7.322633,-11.451876,-17.076045,-8.796684,6.163003,-2.366864,-15.184669,-11.208957,-9.730422,13.127269,6.175489,-6.758662,-13.647366,-14.582518,30.175925,-6.383477
31.000000,-6.428326,-3.874513,-10.111752,-3.276963,2.969685,-2.573655,-7.145863,-5.315206,-6.970248,4.930856,2.958155,-2.509231,-4.888213,8.762780,3.953689,-14.413406
32.000000,-5.949892,-6.562664,-10.017885,-7.173060,2.675935,-0.530282,-5.811175,-3.997163,-7.022080,7.907000,4.743167,-4.169706,1.939645,12.580368,21.741402,-1.558909
33.000000,5.024989,6.151849,5.114006,4.616524,-2.175948,-0.257395,4.677100,5.402870,3.013361,-7.574654,-2.990596,4.245243,0.352119,9.800932,-10.971592,6.980469
34.000000,-6.764579,-8.684113,-16.072679,-7.245935,4.095402,-3.270964,-8.019989,-10.441995,-5.672054,8.653574,5.958329,-5.463707,4.822213,14.903948,4.340572,-24.333385
35.000000,9.933460,11.423565,16.938454,9.723782,-4.871556,-0.140463,14.771483,14.708003,10.176337,-14.440670,-8.545426,6.699743,8.487271,20.328309,-9.851780,30.471913
36.000000,-9.502500,-9.974348,-17.789763,-9.288143,5.163917,-0.807826,-12.934866,-9.074711,-10.557606,14.815207,5.652345,-6.430250,-5.576030,18.132015,0.958207,-33.766202
37.000000,12.359352,11.239745,20.882538,8.168141,-6.879246,0.776853,16.816223,17.443342,10.375336,-13.815045,-6.919351,6.236993,-11.900142,-20.378744,-21.575384,21.622055
38.000000,-8.407525,-7.026934,-9.003887,-7.967492,4.779866,-1.877863,-5.750105,-6.432928,-7.003878,7.405660,3.658449,-3.882614,9.015526,8.531888,10.103908,-12.617218
39.000000,-9.678967,-11.493611,-18.339148,-11.454404,6.970891,-2.029822,-15.267010,-8.010502,-10.086642,15.178742,7.269765,-8.542447,17.753513,-10.880929,6.237064,-31.878500
40.000000,14.443495,14.644086,21.438396,10.540759,-6.724506,0.788299,18.581643,15.842307,14.038178,-16.268797,-9.353320,9.778422,-17.603164,21.168501,-0.851674,49.544176
41.000000,13.719771,13.161085,24.468187,12.535978,-8.345266,1.434256,21.693857,17.108388,13.826592,-15.622757,-9.001920,9.728609,14.029993,-25.527806,-0.397547,52.923074
